delivery_id,order_id,delivery_partner_id,pickup_time,delivery_time,estimated_minutes,actual_minutes,delivery_status,distance_km
DEL013243,ORD013459,RIDER0259,2025-07-14 14:04:00,2025-07-14 14:50:00,52,46,On Time,9.07
DEL013244,ORD013460,RIDER0234,2025-02-14 14:46:00,2025-02-14 15:30:00,38,44,Late,4.66
DEL013245,ORD013461,RIDER0160,2025-04-21 12:46:00,2025-04-21 13:53:00,54,67,Late,9.5
DEL013246,ORD013462,RIDER0255,2025-07-28 03:08:00,2025-07-28 03:47:00,32,39,Late,3.74
DEL013247,ORD013463,RIDER0074,2025-08-18 06:50:00,2025-08-18 07:33:00,44,43,On Time,14.99
DEL013248,ORD013464,RIDER0102,2025-06-27 08:17:00,2025-06-27 09:04:00,43,47,Late,4.91
DEL013249,ORD013465,RIDER0257,2025-09-07 19:29:00,2025-09-07 19:51:00,25,22,On Time,1.92
DEL013250,ORD013466,RIDER0123,2025-11-24 12:00:00,2025-11-24 12:50:00,35,50,Late,7.28
DEL013251,ORD013467,RIDER0071,2025-01-11 14:11:00,2025-01-11 14:56:00,40,45,Late,6.94
DEL013252,ORD013468,RIDER0017,2025-09-09 07:35:00,2025-09-09 08:09:00,31,34,Late,6.06
DEL013253,ORD013469,RIDER0277,2025-12-10 02:43:00,2025-12-10 03:24:00,46,41,On Time,5.59
DEL013254,ORD013470,RIDER0003,2025-08-23 20:00:00,2025-08-23 20:58:00,48,58,Late,2.3
DEL013255,ORD013471,RIDER0118,2025-05-16 08:49:00,2025-05-16 09:42:00,38,53,Late,13.81
DEL013256,ORD013472,RIDER0004,2025-09-11 16:37:00,2025-09-11 17:30:00,34,53,Late,7.1
DEL013257,ORD013473,RIDER0156,2025-02-23 07:12:00,2025-02-23 07:47:00,32,35,Late,2.05
DEL013258,ORD013474,RIDER0101,2025-05-09 21:15:00,2025-05-09 22:05:00,33,50,Late,3.0
DEL013259,ORD013475,RIDER0056,2025-08-14 10:37:00,2025-08-14 11:20:00,50,43,On Time,2.2
DEL013260,ORD013476,RIDER0204,2025-01-20 01:10:00,2025-01-20 02:05:00,26,55,Late,8.8
DEL013261,ORD013477,RIDER0139,2025-04-10 02:16:00,2025-04-10 03:25:00,60,69,Late,8.84
DEL013262,ORD013478,RIDER0186,2025-10-17 00:21:00,2025-10-17 01:18:00,54,57,Late,1.5
DEL013263,ORD013479,RIDER0045,2025-02-26 06:06:00,2025-02-26 07:02:00,49,56,Late,13.55
DEL013264,ORD013480,RIDER0299,2025-08-14 21:48:00,2025-08-14 22:00:00,28,12,On Time,4.05
DEL013265,ORD013481,RIDER0255,2025-05-21 02:31:00,2025-05-21 02:50:00,32,19,On Time,5.48
DEL013266,ORD013482,RIDER0062,2025-05-05 19:55:00,2025-05-05 20:51:00,44,56,Late,10.17
DEL013267,ORD013483,RIDER0171,2025-11-05 22:04:00,2025-11-05 22:39:00,45,35,On Time,9.19
DEL013268,ORD013484,RIDER0056,2025-02-21 07:40:00,2025-02-21 08:44:00,58,64,Late,2.5
DEL013269,ORD013485,RIDER0250,2025-05-14 06:14:00,2025-05-14 06:38:00,29,24,On Time,4.73
DEL013270,ORD013486,RIDER0096,2025-10-19 00:11:00,2025-10-19 01:10:00,58,59,Late,10.28
DEL013271,ORD013487,RIDER0175,2025-06-02 17:07:00,2025-06-02 17:56:00,49,49,On Time,9.48
DEL013272,ORD013488,RIDER0060,2025-12-13 03:14:00,2025-12-13 04:13:00,59,59,On Time,10.25
DEL013273,ORD013489,RIDER0109,2025-07-05 13:03:00,2025-07-05 13:45:00,40,42,Late,11.06
DEL013274,ORD013490,RIDER0020,2025-08-27 05:38:00,2025-08-27 06:08:00,38,30,On Time,3.35
DEL013275,ORD013491,RIDER0019,2025-07-02 17:22:00,2025-07-02 18:14:00,49,52,Late,6.31
DEL013276,ORD013492,RIDER0236,2025-12-17 18:26:00,2025-12-17 18:48:00,33,22,On Time,13.42
DEL013277,ORD013493,RIDER0179,2025-01-03 20:50:00,2025-01-03 21:08:00,47,18,On Time,5.61
DEL013278,ORD013494,RIDER0260,2025-10-11 19:49:00,2025-10-11 20:13:00,32,24,On Time,9.77
DEL013279,ORD013495,RIDER0243,2025-07-15 17:23:00,2025-07-15 18:12:00,58,49,On Time,11.88
DEL013280,ORD013496,RIDER0126,2025-06-15 09:11:00,2025-06-15 10:14:00,57,63,Late,9.61
DEL013281,ORD013497,RIDER0124,2025-10-17 03:21:00,2025-10-17 04:10:00,52,49,On Time,5.47
DEL013282,ORD013498,RIDER0279,2025-12-06 12:37:00,2025-12-06 12:58:00,50,21,On Time,7.87
DEL013283,ORD013499,RIDER0057,2025-05-21 12:42:00,2025-05-21 14:04:00,57,82,Late,7.77
DEL013284,ORD013500,RIDER0154,2025-04-21 19:18:00,2025-04-21 19:40:00,27,22,On Time,7.43
DEL013285,ORD013501,RIDER0098,2025-09-18 18:47:00,2025-09-18 19:41:00,43,54,Late,1.03
DEL013286,ORD013502,RIDER0292,2025-07-07 09:01:00,2025-07-07 09:39:00,45,38,On Time,14.5
DEL013287,ORD013503,RIDER0300,2025-12-10 03:00:00,2025-12-10 03:43:00,41,43,Late,1.31
DEL013288,ORD013504,RIDER0144,2025-12-24 01:42:00,2025-12-24 02:27:00,46,45,On Time,2.72
DEL013289,ORD013505,RIDER0089,2025-09-30 19:37:00,2025-09-30 20:26:00,47,49,Late,1.39
DEL013290,ORD013506,RIDER0264,2025-07-04 18:49:00,2025-07-04 19:39:00,31,50,Late,11.81
DEL013291,ORD013507,RIDER0250,2025-10-14 12:11:00,2025-10-14 12:41:00,38,30,On Time,3.71
DEL013292,ORD013508,RIDER0294,2025-04-02 15:28:00,2025-04-02 16:12:00,36,44,Late,1.38
DEL013293,ORD013509,RIDER0144,2025-07-13 15:28:00,2025-07-13 15:57:00,35,29,On Time,12.27
DEL013294,ORD013510,RIDER0160,2025-12-26 04:00:00,2025-12-26 05:06:00,50,66,Late,1.28
DEL013295,ORD013511,RIDER0296,2025-12-15 07:06:00,2025-12-15 07:47:00,33,41,Late,10.43
DEL013296,ORD013512,RIDER0054,2025-12-04 04:46:00,2025-12-04 05:23:00,32,37,Late,5.94
DEL013297,ORD013513,RIDER0140,2025-11-07 01:05:00,2025-11-07 02:04:00,56,59,Late,3.36
DEL013298,ORD013514,RIDER0025,2025-11-25 21:39:00,2025-11-25 22:22:00,41,43,Late,2.9
DEL013299,ORD013515,RIDER0214,2025-02-16 23:46:00,2025-02-17 00:18:00,35,32,On Time,11.13
DEL013300,ORD013516,RIDER0167,2025-05-24 08:19:00,2025-05-24 09:11:00,41,52,Late,3.02
DEL013301,ORD013517,RIDER0240,2025-05-29 23:51:00,2025-05-30 00:03:00,26,12,On Time,14.88
DEL013302,ORD013518,RIDER0286,2025-12-16 20:19:00,2025-12-16 21:13:00,57,54,On Time,3.91
DEL013303,ORD013519,RIDER0140,2025-11-19 22:38:00,2025-11-19 23:02:00,28,24,On Time,9.0
DEL013304,ORD013520,RIDER0149,2025-12-19 08:10:00,2025-12-19 09:04:00,36,54,Late,7.06
DEL013305,ORD013521,RIDER0287,2025-04-30 11:25:00,2025-04-30 12:09:00,50,44,On Time,14.59
DEL013306,ORD013522,RIDER0147,2025-05-14 06:35:00,2025-05-14 07:30:00,28,55,Late,9.51
DEL013307,ORD013523,RIDER0244,2025-07-16 22:38:00,2025-07-16 23:10:00,37,32,On Time,4.49
DEL013308,ORD013524,RIDER0036,2025-02-06 09:26:00,2025-02-06 09:42:00,26,16,On Time,8.04
DEL013309,ORD013525,RIDER0107,2025-07-06 21:14:00,2025-07-06 21:50:00,40,36,On Time,3.8
DEL013310,ORD013526,RIDER0013,2025-08-01 12:47:00,2025-08-01 13:29:00,29,42,Late,13.76
DEL013311,ORD013527,RIDER0101,2025-04-20 14:09:00,2025-04-20 14:45:00,39,36,On Time,5.14
DEL013312,ORD013528,RIDER0255,2025-07-06 12:13:00,2025-07-06 12:58:00,50,45,On Time,9.87
DEL013313,ORD013529,RIDER0043,2025-03-19 16:27:00,2025-03-19 17:20:00,43,53,Late,4.09
DEL013314,ORD013530,RIDER0130,2025-10-25 15:16:00,2025-10-25 15:59:00,55,43,On Time,4.36
DEL013315,ORD013531,RIDER0190,2025-11-26 19:16:00,2025-11-26 19:53:00,53,37,On Time,10.05
DEL013316,ORD013532,RIDER0293,2025-05-05 01:30:00,2025-05-05 02:15:00,44,45,Late,5.75
DEL013317,ORD013533,RIDER0170,2025-11-12 17:10:00,2025-11-12 18:05:00,52,55,Late,7.45
DEL013318,ORD013534,RIDER0208,2025-11-16 15:08:00,2025-11-16 15:20:00,30,12,On Time,3.05
DEL013319,ORD013535,RIDER0219,2025-11-10 02:40:00,2025-11-10 03:12:00,45,32,On Time,6.35
DEL013320,ORD013536,RIDER0057,2025-01-02 02:42:00,2025-01-02 02:54:00,29,12,On Time,4.42
DEL013321,ORD013537,RIDER0011,2025-11-30 16:30:00,2025-11-30 17:04:00,34,34,On Time,7.68
DEL013322,ORD013538,RIDER0184,2025-03-12 16:03:00,2025-03-12 16:58:00,57,55,On Time,12.05
DEL013323,ORD013539,RIDER0018,2025-07-31 09:04:00,2025-07-31 10:14:00,56,70,Late,8.76
DEL013324,ORD013540,RIDER0088,2025-01-08 23:05:00,2025-01-08 23:39:00,52,34,On Time,12.88
DEL013325,ORD013541,RIDER0209,2025-07-03 12:55:00,2025-07-03 13:28:00,35,33,On Time,7.96
DEL013326,ORD013542,RIDER0052,2025-06-13 19:34:00,2025-06-13 20:37:00,53,63,Late,13.23
DEL013327,ORD013543,RIDER0300,2025-09-26 19:40:00,2025-09-26 20:36:00,46,56,Late,9.69
DEL013328,ORD013544,RIDER0205,2025-10-22 11:26:00,2025-10-22 12:04:00,44,38,On Time,13.46
DEL013329,ORD013545,RIDER0061,2025-12-24 12:31:00,2025-12-24 13:17:00,51,46,On Time,14.45
DEL013330,ORD013546,RIDER0248,2025-03-22 19:02:00,2025-03-22 19:27:00,47,25,On Time,9.31
DEL013331,ORD013547,RIDER0006,2025-09-19 09:52:00,2025-09-19 10:38:00,33,46,Late,7.09
DEL013332,ORD013548,RIDER0004,2025-10-02 23:55:00,2025-10-03 01:06:00,58,71,Late,4.96
DEL013333,ORD013549,RIDER0216,2025-04-15 07:44:00,2025-04-15 08:28:00,33,44,Late,14.19
DEL013334,ORD013550,RIDER0283,2025-11-05 07:24:00,2025-11-05 08:20:00,59,56,On Time,4.49
DEL013335,ORD013551,RIDER0237,2025-01-28 06:54:00,2025-01-28 07:13:00,27,19,On Time,2.49
DEL013336,ORD013552,RIDER0025,2025-02-16 23:20:00,2025-02-16 23:49:00,29,29,On Time,6.24
DEL013337,ORD013553,RIDER0210,2025-11-09 15:00:00,2025-11-09 15:50:00,31,50,Late,1.77
DEL013338,ORD013554,RIDER0235,2025-02-24 08:01:00,2025-02-24 09:05:00,59,64,Late,4.92
DEL013339,ORD013555,RIDER0279,2025-03-20 22:40:00,2025-03-20 23:27:00,46,47,Late,5.74
DEL013340,ORD013556,RIDER0098,2025-01-01 01:08:00,2025-01-01 01:34:00,37,26,On Time,3.41
DEL013341,ORD013557,RIDER0026,2025-06-17 23:18:00,2025-06-18 00:08:00,34,50,Late,6.29
DEL013342,ORD013558,RIDER0231,2025-01-23 19:34:00,2025-01-23 20:03:00,27,29,Late,8.49
DEL013343,ORD013559,RIDER0154,2025-08-16 11:01:00,2025-08-16 12:12:00,58,71,Late,7.38
DEL013344,ORD013560,RIDER0212,2025-10-25 17:29:00,2025-10-25 18:04:00,58,35,On Time,13.22
DEL013345,ORD013561,RIDER0191,2025-09-17 08:41:00,2025-09-17 09:24:00,47,43,On Time,2.81
DEL013346,ORD013562,RIDER0234,2025-09-21 20:19:00,2025-09-21 21:03:00,42,44,Late,14.04
DEL013347,ORD013563,RIDER0216,2025-06-13 18:02:00,2025-06-13 19:11:00,60,69,Late,3.7
DEL013348,ORD013564,RIDER0255,2025-01-10 13:17:00,2025-01-10 14:10:00,27,53,Late,7.47
DEL013349,ORD013565,RIDER0277,2025-04-26 03:25:00,2025-04-26 03:37:00,32,12,On Time,4.37
DEL013350,ORD013566,RIDER0207,2025-06-07 11:28:00,2025-06-07 12:24:00,56,56,On Time,7.49
DEL013351,ORD013567,RIDER0293,2025-12-22 19:32:00,2025-12-22 20:06:00,27,34,Late,10.97
DEL013352,ORD013568,RIDER0263,2025-09-29 16:34:00,2025-09-29 16:54:00,27,20,On Time,9.32
DEL013353,ORD013569,RIDER0130,2025-06-07 15:30:00,2025-06-07 16:11:00,54,41,On Time,8.39
DEL013354,ORD013570,RIDER0009,2025-11-16 17:41:00,2025-11-16 18:39:00,45,58,Late,4.93
DEL013355,ORD013571,RIDER0215,2025-12-30 17:21:00,2025-12-30 18:11:00,50,50,On Time,9.63
DEL013356,ORD013572,RIDER0210,2025-07-21 00:52:00,2025-07-21 01:47:00,48,55,Late,9.71
DEL013357,ORD013573,RIDER0025,2025-05-01 09:56:00,2025-05-01 10:34:00,53,38,On Time,7.47
DEL013358,ORD013574,RIDER0264,2025-05-19 00:30:00,2025-05-19 01:00:00,35,30,On Time,3.77
DEL013359,ORD013575,RIDER0162,2025-06-11 18:19:00,2025-06-11 19:07:00,50,48,On Time,7.04
DEL013360,ORD013576,RIDER0212,2025-07-27 21:01:00,2025-07-27 21:53:00,50,52,Late,1.25
DEL013361,ORD013577,RIDER0024,2025-02-24 02:00:00,2025-02-24 02:40:00,46,40,On Time,4.75
DEL013362,ORD013578,RIDER0212,2025-12-05 04:57:00,2025-12-05 05:26:00,41,29,On Time,2.3
DEL013363,ORD013579,RIDER0215,2025-09-17 06:34:00,2025-09-17 07:18:00,44,44,On Time,1.45
DEL013364,ORD013580,RIDER0251,2025-02-13 17:44:00,2025-02-13 18:29:00,37,45,Late,14.35
DEL013365,ORD013581,RIDER0101,2025-06-08 05:55:00,2025-06-08 06:28:00,35,33,On Time,11.57
DEL013366,ORD013582,RIDER0055,2025-10-31 01:58:00,2025-10-31 02:44:00,56,46,On Time,3.57
DEL013367,ORD013583,RIDER0239,2025-12-21 17:50:00,2025-12-21 18:41:00,52,51,On Time,1.46
DEL013368,ORD013584,RIDER0152,2025-04-08 03:32:00,2025-04-08 04:16:00,52,44,On Time,9.21
DEL013369,ORD013585,RIDER0244,2025-01-26 05:17:00,2025-01-26 05:55:00,37,38,Late,12.92
DEL013370,ORD013586,RIDER0295,2025-12-25 16:16:00,2025-12-25 16:46:00,30,30,On Time,14.67
DEL013371,ORD013587,RIDER0161,2025-07-17 14:03:00,2025-07-17 14:50:00,54,47,On Time,4.65
DEL013372,ORD013588,RIDER0104,2025-04-07 05:03:00,2025-04-07 06:10:00,53,67,Late,11.05
DEL013373,ORD013589,RIDER0013,2025-08-27 10:46:00,2025-08-27 11:56:00,53,70,Late,8.71
DEL013374,ORD013590,RIDER0012,2025-01-12 10:58:00,2025-01-12 11:20:00,25,22,On Time,4.74
DEL013375,ORD013591,RIDER0160,2025-02-14 21:33:00,2025-02-14 22:24:00,59,51,On Time,5.72
DEL013376,ORD013592,RIDER0231,2025-01-09 22:19:00,2025-01-09 23:17:00,54,58,Late,6.98
DEL013377,ORD013593,RIDER0006,2025-01-01 03:49:00,2025-01-01 04:09:00,35,20,On Time,1.08
DEL013378,ORD013594,RIDER0145,2025-11-23 05:44:00,2025-11-23 06:06:00,25,22,On Time,7.05
DEL013379,ORD013595,RIDER0098,2025-07-29 17:27:00,2025-07-29 17:57:00,32,30,On Time,1.39
DEL013380,ORD013596,RIDER0299,2025-02-23 11:34:00,2025-02-23 12:27:00,42,53,Late,11.45
DEL013381,ORD013597,RIDER0131,2025-04-14 19:21:00,2025-04-14 19:35:00,26,14,On Time,2.27
DEL013382,ORD013598,RIDER0157,2025-06-01 16:42:00,2025-06-01 17:18:00,39,36,On Time,2.75
DEL013383,ORD013599,RIDER0219,2025-01-10 07:09:00,2025-01-10 07:28:00,27,19,On Time,11.53
DEL013384,ORD013600,RIDER0005,2025-02-09 02:06:00,2025-02-09 02:25:00,44,19,On Time,4.46
DEL013385,ORD013601,RIDER0027,2025-02-13 02:33:00,2025-02-13 03:36:00,57,63,Late,4.46
DEL013386,ORD013602,RIDER0161,2025-09-25 07:40:00,2025-09-25 08:30:00,40,50,Late,6.68
DEL013387,ORD013604,RIDER0164,2025-06-04 06:40:00,2025-06-04 07:35:00,50,55,Late,7.09
DEL013388,ORD013605,RIDER0241,2025-03-23 05:25:00,2025-03-23 06:11:00,42,46,Late,1.15
DEL013389,ORD013606,RIDER0198,2025-07-16 11:53:00,2025-07-16 12:18:00,34,25,On Time,12.83
DEL013390,ORD013607,RIDER0258,2025-02-21 22:58:00,2025-02-21 23:47:00,43,49,Late,6.04
DEL013391,ORD013608,RIDER0281,2025-08-11 10:51:00,2025-08-11 11:47:00,55,56,Late,8.84
DEL013392,ORD013609,RIDER0255,2025-02-28 23:05:00,2025-02-28 23:43:00,42,38,On Time,2.56
DEL013393,ORD013610,RIDER0228,2025-10-21 21:59:00,2025-10-21 22:24:00,41,25,On Time,12.29
DEL013394,ORD013611,RIDER0193,2025-10-03 17:36:00,2025-10-03 17:54:00,25,18,On Time,14.16
DEL013395,ORD013612,RIDER0132,2025-11-30 14:29:00,2025-11-30 15:20:00,54,51,On Time,10.26
DEL013396,ORD013613,RIDER0174,2025-10-03 14:05:00,2025-10-03 14:38:00,44,33,On Time,12.82
DEL013397,ORD013614,RIDER0187,2025-12-23 11:41:00,2025-12-23 12:15:00,39,34,On Time,14.35
DEL013398,ORD013615,RIDER0072,2025-04-20 12:29:00,2025-04-20 13:09:00,35,40,Late,13.49
DEL013399,ORD013616,RIDER0204,2025-01-30 23:28:00,2025-01-31 00:13:00,43,45,Late,14.53
DEL013400,ORD013618,RIDER0108,2025-10-24 12:45:00,2025-10-24 13:18:00,30,33,Late,3.11
DEL013401,ORD013619,RIDER0004,2025-12-06 16:18:00,2025-12-06 16:53:00,41,35,On Time,2.38
DEL013402,ORD013620,RIDER0233,2025-11-23 02:05:00,2025-11-23 03:08:00,58,63,Late,10.75
DEL013403,ORD013621,RIDER0122,2025-11-15 19:05:00,2025-11-15 19:50:00,33,45,Late,3.89
DEL013404,ORD013622,RIDER0122,2025-04-05 09:45:00,2025-04-05 10:33:00,45,48,Late,9.02
DEL013405,ORD013623,RIDER0255,2025-10-12 01:29:00,2025-10-12 02:00:00,32,31,On Time,13.97
DEL013406,ORD013624,RIDER0018,2025-07-26 07:58:00,2025-07-26 08:30:00,40,32,On Time,12.77
DEL013407,ORD013625,RIDER0115,2025-11-29 09:51:00,2025-11-29 10:43:00,51,52,Late,9.77
DEL013408,ORD013626,RIDER0157,2025-06-21 23:43:00,2025-06-22 00:08:00,43,25,On Time,9.41
DEL013409,ORD013627,RIDER0043,2025-03-20 06:05:00,2025-03-20 06:38:00,25,33,Late,2.6
DEL013410,ORD013628,RIDER0025,2025-09-07 17:06:00,2025-09-07 18:13:00,47,67,Late,12.04
DEL013411,ORD013629,RIDER0164,2025-08-06 10:25:00,2025-08-06 11:02:00,45,37,On Time,2.23
DEL013412,ORD013630,RIDER0118,2025-12-05 13:01:00,2025-12-05 13:39:00,29,38,Late,2.54
DEL013413,ORD013631,RIDER0056,2025-02-26 07:26:00,2025-02-26 08:20:00,59,54,On Time,10.26
DEL013414,ORD013632,RIDER0092,2025-05-27 08:53:00,2025-05-27 09:34:00,60,41,On Time,1.65
DEL013415,ORD013633,RIDER0192,2025-08-22 12:04:00,2025-08-22 12:41:00,43,37,On Time,11.14
DEL013416,ORD013634,RIDER0056,2025-01-17 01:21:00,2025-01-17 02:16:00,43,55,Late,5.18
DEL013417,ORD013635,RIDER0155,2025-07-16 15:33:00,2025-07-16 16:26:00,50,53,Late,1.64
DEL013418,ORD013636,RIDER0040,2025-07-08 05:07:00,2025-07-08 05:53:00,39,46,Late,8.59
DEL013419,ORD013637,RIDER0174,2025-05-12 18:39:00,2025-05-12 19:16:00,52,37,On Time,13.71
DEL013420,ORD013638,RIDER0001,2025-09-05 20:29:00,2025-09-05 21:13:00,50,44,On Time,1.99
DEL013421,ORD013639,RIDER0002,2025-05-30 09:22:00,2025-05-30 10:23:00,58,61,Late,9.27
DEL013422,ORD013640,RIDER0088,2025-07-21 16:45:00,2025-07-21 17:23:00,27,38,Late,5.67
DEL013423,ORD013641,RIDER0102,2025-08-01 03:32:00,2025-08-01 03:46:00,30,14,On Time,8.89
DEL013424,ORD013642,RIDER0253,2025-08-05 01:09:00,2025-08-05 02:17:00,45,68,Late,10.52
DEL013425,ORD013643,RIDER0063,2025-01-06 04:08:00,2025-01-06 05:30:00,47,82,Late,4.06
DEL013426,ORD013644,RIDER0032,2025-06-07 05:46:00,2025-06-07 06:18:00,29,32,Late,2.56
DEL013427,ORD013645,RIDER0002,2025-12-15 06:51:00,2025-12-15 07:43:00,41,52,Late,14.35
DEL013428,ORD013646,RIDER0049,2025-03-16 05:15:00,2025-03-16 05:27:00,32,12,On Time,3.6
DEL013429,ORD013647,RIDER0085,2025-09-08 20:43:00,2025-09-08 21:54:00,43,71,Late,12.41
DEL013430,ORD013648,RIDER0081,2025-10-31 19:06:00,2025-10-31 20:01:00,48,55,Late,3.21
DEL013431,ORD013649,RIDER0125,2025-02-15 21:05:00,2025-02-15 21:37:00,34,32,On Time,12.63
DEL013432,ORD013650,RIDER0063,2025-12-08 09:52:00,2025-12-08 10:28:00,34,36,Late,8.28
DEL013433,ORD013651,RIDER0183,2025-12-14 23:04:00,2025-12-15 00:01:00,60,57,On Time,9.63
DEL013434,ORD013652,RIDER0136,2025-11-11 17:16:00,2025-11-11 17:51:00,37,35,On Time,12.92
DEL013435,ORD013653,RIDER0160,2025-08-17 23:51:00,2025-08-18 00:03:00,29,12,On Time,7.69
DEL013436,ORD013654,RIDER0112,2025-07-01 08:05:00,2025-07-01 08:22:00,33,17,On Time,3.21
DEL013437,ORD013655,RIDER0145,2025-03-24 00:18:00,2025-03-24 01:17:00,51,59,Late,13.09
DEL013438,ORD013656,RIDER0045,2025-05-25 14:58:00,2025-05-25 15:35:00,27,37,Late,10.83
DEL013439,ORD013657,RIDER0210,2025-02-19 09:45:00,2025-02-19 10:15:00,34,30,On Time,3.27
DEL013440,ORD013658,RIDER0218,2025-04-10 10:47:00,2025-04-10 11:18:00,49,31,On Time,10.1
DEL013441,ORD013659,RIDER0083,2025-12-09 05:33:00,2025-12-09 06:13:00,47,40,On Time,3.67
DEL013442,ORD013660,RIDER0114,2025-08-08 20:56:00,2025-08-08 21:48:00,49,52,Late,5.51
DEL013443,ORD013661,RIDER0081,2025-05-19 10:26:00,2025-05-19 10:58:00,36,32,On Time,9.99
DEL013444,ORD013662,RIDER0174,2025-01-14 22:48:00,2025-01-14 23:19:00,36,31,On Time,13.71
DEL013445,ORD013663,RIDER0084,2025-01-13 06:34:00,2025-01-13 07:54:00,57,80,Late,13.12
DEL013446,ORD013664,RIDER0247,2025-12-10 16:52:00,2025-12-10 17:38:00,42,46,Late,8.83
DEL013447,ORD013665,RIDER0125,2025-09-07 01:18:00,2025-09-07 02:13:00,57,55,On Time,6.86
DEL013448,ORD013666,RIDER0218,2025-12-02 08:13:00,2025-12-02 08:35:00,26,22,On Time,0.81
DEL013449,ORD013667,RIDER0115,2025-06-21 09:27:00,2025-06-21 10:24:00,51,57,Late,14.64
DEL013450,ORD013668,RIDER0036,2025-11-15 09:52:00,2025-11-15 10:49:00,50,57,Late,14.5
DEL013451,ORD013669,RIDER0006,2025-12-25 17:58:00,2025-12-25 18:21:00,25,23,On Time,3.04
DEL013452,ORD013670,RIDER0116,2025-04-16 03:13:00,2025-04-16 03:36:00,38,23,On Time,10.23
DEL013453,ORD013671,RIDER0075,2025-07-08 14:08:00,2025-07-08 15:04:00,55,56,Late,4.31
DEL013454,ORD013672,RIDER0245,2025-01-17 18:08:00,2025-01-17 18:51:00,36,43,Late,4.32
DEL013455,ORD013673,RIDER0288,2025-02-19 03:04:00,2025-02-19 03:53:00,55,49,On Time,13.02
DEL013456,ORD013674,RIDER0066,2025-09-06 19:12:00,2025-09-06 19:47:00,28,35,Late,2.23
DEL013457,ORD013675,RIDER0164,2025-08-15 04:57:00,2025-08-15 05:53:00,56,56,On Time,13.37
DEL013458,ORD013676,RIDER0014,2025-03-20 22:31:00,2025-03-20 23:13:00,37,42,Late,5.72
DEL013459,ORD013677,RIDER0199,2025-09-29 20:46:00,2025-09-29 21:37:00,45,51,Late,6.18
DEL013460,ORD013678,RIDER0187,2025-08-01 12:12:00,2025-08-01 12:33:00,36,21,On Time,2.43
DEL013461,ORD013679,RIDER0239,2025-01-17 14:19:00,2025-01-17 15:21:00,40,62,Late,5.66
DEL013462,ORD013680,RIDER0064,2025-12-12 14:47:00,2025-12-12 15:17:00,44,30,On Time,12.62
DEL013463,ORD013681,RIDER0052,2025-09-08 08:08:00,2025-09-08 08:58:00,41,50,Late,6.19
DEL013464,ORD013682,RIDER0130,2025-12-06 08:57:00,2025-12-06 09:55:00,43,58,Late,8.52
DEL013465,ORD013683,RIDER0238,2025-03-25 02:37:00,2025-03-25 03:15:00,39,38,On Time,1.69
DEL013466,ORD013684,RIDER0263,2025-07-16 09:47:00,2025-07-16 10:25:00,29,38,Late,12.17
DEL013467,ORD013685,RIDER0163,2025-09-22 05:25:00,2025-09-22 06:08:00,34,43,Late,4.46
DEL013468,ORD013686,RIDER0294,2025-01-18 02:18:00,2025-01-18 02:30:00,25,12,On Time,12.75
DEL013469,ORD013687,RIDER0024,2025-08-09 17:11:00,2025-08-09 17:43:00,34,32,On Time,12.86
DEL013470,ORD013688,RIDER0040,2025-11-27 10:25:00,2025-11-27 10:51:00,29,26,On Time,12.84
DEL013471,ORD013689,RIDER0053,2025-08-23 02:36:00,2025-08-23 03:31:00,31,55,Late,6.65
DEL013472,ORD013690,RIDER0267,2025-06-25 21:18:00,2025-06-25 22:29:00,47,71,Late,7.96
DEL013473,ORD013691,RIDER0271,2025-03-13 12:46:00,2025-03-13 13:41:00,49,55,Late,3.97
DEL013474,ORD013692,RIDER0047,2025-04-01 02:49:00,2025-04-01 03:23:00,32,34,Late,9.62
DEL013475,ORD013693,RIDER0069,2025-11-18 20:27:00,2025-11-18 21:24:00,36,57,Late,6.24
DEL013476,ORD013694,RIDER0185,2025-01-23 09:30:00,2025-01-23 10:01:00,32,31,On Time,13.21
DEL013477,ORD013695,RIDER0218,2025-08-01 03:31:00,2025-08-01 04:31:00,44,60,Late,2.05
DEL013478,ORD013696,RIDER0099,2025-10-21 06:36:00,2025-10-21 07:29:00,54,53,On Time,6.2
DEL013479,ORD013697,RIDER0237,2025-05-08 02:14:00,2025-05-08 03:07:00,31,53,Late,14.27
DEL013480,ORD013698,RIDER0128,2025-02-28 03:53:00,2025-02-28 04:25:00,44,32,On Time,3.1
DEL013481,ORD013699,RIDER0227,2025-11-20 04:01:00,2025-11-20 04:51:00,53,50,On Time,3.85
DEL013482,ORD013700,RIDER0223,2025-03-26 16:51:00,2025-03-26 17:40:00,60,49,On Time,9.13
DEL013483,ORD013701,RIDER0300,2025-08-17 09:19:00,2025-08-17 09:54:00,45,35,On Time,12.06
DEL013484,ORD013702,RIDER0113,2025-09-25 03:55:00,2025-09-25 04:40:00,40,45,Late,8.2
DEL013485,ORD013703,RIDER0066,2025-04-22 15:28:00,2025-04-22 16:05:00,50,37,On Time,2.41
DEL013486,ORD013704,RIDER0155,2025-04-26 22:07:00,2025-04-26 22:42:00,35,35,On Time,2.89
DEL013487,ORD013705,RIDER0141,2025-08-26 09:33:00,2025-08-26 10:21:00,30,48,Late,6.82
DEL013488,ORD013706,RIDER0197,2025-02-21 04:31:00,2025-02-21 05:15:00,47,44,On Time,13.21
