customer_id,customer_name,gender,age,city,signup_date,customer_segment
CUST02772,Customer 02772,Male,28,Sylhet,2024-01-01,Adult
CUST02773,Customer 02773,Female,37,Chattogram,2024-02-16,Mid-age
CUST02774,Customer 02774,Female,22,Sylhet,2025-08-08,Young
CUST02775,Customer 02775,Female,36,Dhaka,2023-12-22,Mid-age
CUST02776,Customer 02776,Female,39,Dhaka,2023-09-11,Mid-age
CUST02777,Customer 02777,Male,36,Dhaka,2024-12-27,Mid-age
CUST02778,Customer 02778,Male,33,Dhaka,2024-11-11,Adult
CUST02779,Customer 02779,Male,41,Dhaka,2025-12-05,Mid-age
CUST02780,Customer 02780,Male,58,Dhaka,2025-12-08,Senior
CUST02781,Customer 02781,Male,21,Dhaka,2025-03-20,Young
CUST02782,Customer 02782,Female,32,Barishal,2024-04-17,Adult
CUST02783,Customer 02783,Male,42,Dhaka,2024-02-20,Mid-age
CUST02784,Customer 02784,Female,52,Rajshahi,2025-09-05,Senior
CUST02785,Customer 02785,Female,31,Dhaka,2024-08-22,Adult
CUST02786,Customer 02786,Female,36,Rangpur,2025-10-23,Mid-age
CUST02787,Customer 02787,Female,55,Chattogram,2024-04-04,Senior
CUST02788,Customer 02788,Male,53,Dhaka,2023-03-20,Senior
CUST02789,Customer 02789,Female,24,Chattogram,2025-02-13,Young
CUST02790,Customer 02790,Female,47,Chattogram,2025-12-30,Senior
CUST02791,Customer 02791,Female,36,Sylhet,2025-06-14,Mid-age
CUST02792,Customer 02792,Male,42,Dhaka,2023-02-27,Mid-age
CUST02793,Customer 02793,Male,33,Mymensingh,2024-09-15,Adult
CUST02794,Customer 02794,Male,57,Chattogram,2023-02-17,Senior
CUST02795,Customer 02795,Female,25,Dhaka,2025-04-18,Adult
CUST02796,Customer 02796,Female,35,Khulna,2023-06-14,Mid-age
CUST02797,Customer 02797,Male,45,Dhaka,2023-11-26,Senior
CUST02798,Customer 02798,Female,33,Barishal,2023-08-01,Adult
CUST02799,Customer 02799,Male,36,Chattogram,2024-05-21,Mid-age
CUST02800,Customer 02800,Male,59,Khulna,2025-07-04,Senior
CUST02801,Customer 02801,Female,34,Dhaka,2025-03-11,Adult
CUST02802,Customer 02802,Female,30,Barishal,2023-06-17,Adult
CUST02803,Customer 02803,Female,24,Khulna,2025-09-21,Young
CUST02804,Customer 02804,Female,44,Dhaka,2025-04-09,Mid-age
CUST02805,Customer 02805,Male,27,Dhaka,2025-09-22,Adult
CUST02806,Customer 02806,Male,51,Dhaka,2025-09-13,Senior
CUST02807,Customer 02807,Male,53,Mymensingh,2025-02-25,Senior
CUST02808,Customer 02808,Male,42,Dhaka,2024-03-02,Mid-age
CUST02809,Customer 02809,Male,23,Chattogram,2025-10-12,Young
CUST02810,Customer 02810,Female,41,Dhaka,2025-10-30,Mid-age
CUST02811,Customer 02811,Male,35,Chattogram,2025-02-11,Mid-age
CUST02812,Customer 02812,Male,40,Sylhet,2025-12-17,Mid-age
CUST02813,Customer 02813,Male,23,Mymensingh,2024-12-17,Young
CUST02814,Customer 02814,Female,46,Chattogram,2023-03-27,Senior
CUST02815,Customer 02815,Female,42,Barishal,2023-04-14,Mid-age
CUST02816,Customer 02816,Female,34,Chattogram,2023-05-23,Adult
CUST02817,Customer 02817,Female,41,Dhaka,2023-07-24,Mid-age
CUST02818,Customer 02818,Male,28,Dhaka,2024-10-02,Adult
CUST02819,Customer 02819,Male,43,Sylhet,2025-11-27,Mid-age
CUST02820,Customer 02820,Female,51,Mymensingh,2025-12-11,Senior
CUST02821,Customer 02821,Female,45,Rangpur,2023-01-01,Senior
CUST02822,Customer 02822,Male,20,Dhaka,2023-01-11,Young
CUST02823,Customer 02823,Male,28,Dhaka,2025-01-16,Adult
CUST02824,Customer 02824,Female,55,Dhaka,2025-08-13,Senior
CUST02825,Customer 02825,Female,31,Mymensingh,2025-01-24,Adult
CUST02826,Customer 02826,Female,43,Rangpur,2024-06-01,Mid-age
CUST02827,Customer 02827,Female,38,Khulna,2025-10-28,Mid-age
CUST02828,Customer 02828,Male,56,Chattogram,2023-01-05,Senior
CUST02829,Customer 02829,Male,47,Chattogram,2024-11-24,Senior
CUST02830,Customer 02830,Male,25,Chattogram,2023-04-22,Adult
CUST02831,Customer 02831,Female,37,Dhaka,2025-09-30,Mid-age
CUST02832,Customer 02832,Female,49,Chattogram,2023-09-30,Senior
CUST02833,Customer 02833,Male,39,Dhaka,2024-02-26,Mid-age
CUST02834,Customer 02834,Male,24,Dhaka,2023-09-22,Young
CUST02835,Customer 02835,Male,26,Rangpur,2023-07-31,Adult
CUST02836,Customer 02836,Male,18,Khulna,2025-02-20,Young
CUST02837,Customer 02837,Female,46,Chattogram,2024-10-27,Senior
CUST02838,Customer 02838,Male,25,Chattogram,2024-01-04,Adult
CUST02839,Customer 02839,Male,21,Dhaka,2025-08-15,Young
CUST02840,Customer 02840,Male,52,Khulna,2023-12-13,Senior
CUST02841,Customer 02841,Male,20,Khulna,2023-01-25,Young
CUST02842,Customer 02842,Male,57,Khulna,2025-09-02,Senior
CUST02843,Customer 02843,Male,24,Khulna,2024-02-21,Young
CUST02844,Customer 02844,Male,44,Dhaka,2024-05-29,Mid-age
CUST02845,Customer 02845,Female,18,Dhaka,2023-08-03,Young
CUST02846,Customer 02846,Female,44,Chattogram,2025-08-11,Mid-age
CUST02847,Customer 02847,Female,33,Dhaka,2025-07-02,Adult
CUST02848,Customer 02848,Female,55,Khulna,2024-03-03,Senior
CUST02849,Customer 02849,Male,24,Dhaka,2025-01-02,Young
CUST02850,Customer 02850,Female,40,Dhaka,2024-11-29,Mid-age
CUST02851,Customer 02851,Female,58,Chattogram,2023-08-04,Senior
CUST02852,Customer 02852,Male,28,Mymensingh,2024-02-17,Adult
CUST02853,Customer 02853,Male,59,Dhaka,2024-01-15,Senior
CUST02854,Customer 02854,Female,50,Sylhet,2023-08-20,Senior
CUST02855,Customer 02855,Female,53,Chattogram,2025-04-14,Senior
CUST02856,Customer 02856,Male,54,Dhaka,2023-09-15,Senior
CUST02857,Customer 02857,Female,58,Chattogram,2024-02-07,Senior
CUST02858,Customer 02858,Male,34,Rajshahi,2024-02-28,Adult
CUST02859,Customer 02859,Male,52,Chattogram,2025-02-08,Senior
CUST02860,Customer 02860,Male,22,Rangpur,2023-03-06,Young
CUST02861,Customer 02861,Male,49,Dhaka,2023-07-09,Senior
CUST02862,Customer 02862,Female,20,Dhaka,2025-08-07,Young
CUST02863,Customer 02863,Male,52,Mymensingh,2023-06-22,Senior
CUST02864,Customer 02864,Male,31,Dhaka,2025-01-28,Adult
CUST02865,Customer 02865,Female,48,Sylhet,2024-09-19,Senior
CUST02866,Customer 02866,Male,48,Barishal,2024-07-14,Senior
CUST02867,Customer 02867,Female,34,Dhaka,2025-09-27,Adult
CUST02868,Customer 02868,Female,41,Khulna,2024-02-05,Mid-age
CUST02869,Customer 02869,Female,40,Dhaka,2024-09-29,Mid-age
CUST02870,Customer 02870,Male,35,Dhaka,2025-08-06,Mid-age
CUST02871,Customer 02871,Female,31,Dhaka,2023-08-01,Adult
CUST02872,Customer 02872,Female,32,Barishal,2023-02-22,Adult
CUST02873,Customer 02873,Male,32,Dhaka,2024-09-15,Adult
CUST02874,Customer 02874,Female,23,Khulna,2025-01-21,Young
CUST02875,Customer 02875,Female,44,Mymensingh,2024-10-23,Mid-age
CUST02876,Customer 02876,Female,32,Chattogram,2023-05-19,Adult
CUST02877,Customer 02877,Female,53,Chattogram,2024-02-22,Senior
CUST02878,Customer 02878,Female,25,Chattogram,2023-05-23,Adult
CUST02879,Customer 02879,Male,32,Dhaka,2024-05-23,Adult
CUST02880,Customer 02880,Female,20,Chattogram,2024-10-11,Young
CUST02881,Customer 02881,Female,30,Sylhet,2024-04-30,Adult
CUST02882,Customer 02882,Male,58,Mymensingh,2025-09-18,Senior
CUST02883,Customer 02883,Male,51,Mymensingh,2024-06-26,Senior
CUST02884,Customer 02884,Male,41,Rangpur,2023-10-20,Mid-age
CUST02885,Customer 02885,Female,57,Rangpur,2024-11-01,Senior
CUST02886,Customer 02886,Male,49,Chattogram,2025-04-17,Senior
CUST02887,Customer 02887,Female,49,Rajshahi,2025-11-03,Senior
CUST02888,Customer 02888,Female,47,Rangpur,2024-09-25,Senior
CUST02889,Customer 02889,Male,30,Chattogram,2023-09-29,Adult
CUST02890,Customer 02890,Male,18,Mymensingh,2025-11-14,Young
CUST02891,Customer 02891,Female,51,Chattogram,2023-11-18,Senior
CUST02892,Customer 02892,Male,32,Sylhet,2025-03-16,Adult
CUST02893,Customer 02893,Female,31,Rajshahi,2025-06-01,Adult
CUST02894,Customer 02894,Male,46,Mymensingh,2025-11-29,Senior
CUST02895,Customer 02895,Male,51,Dhaka,2023-08-23,Senior
CUST02896,Customer 02896,Male,35,Khulna,2025-04-11,Mid-age
CUST02897,Customer 02897,Female,24,Chattogram,2023-05-24,Young
CUST02898,Customer 02898,Male,46,Dhaka,2024-08-11,Senior
CUST02899,Customer 02899,Female,48,Khulna,2023-08-17,Senior
CUST02900,Customer 02900,Female,42,Chattogram,2023-10-01,Mid-age
CUST02901,Customer 02901,Female,55,Rajshahi,2024-08-12,Senior
CUST02902,Customer 02902,Female,31,Dhaka,2024-10-14,Adult
CUST02903,Customer 02903,Male,25,Chattogram,2024-08-05,Adult
CUST02904,Customer 02904,Female,44,Sylhet,2025-08-25,Mid-age
CUST02905,Customer 02905,Female,19,Chattogram,2024-01-07,Young
CUST02906,Customer 02906,Male,34,Dhaka,2025-03-29,Adult
CUST02907,Customer 02907,Female,54,Mymensingh,2024-07-25,Senior
CUST02908,Customer 02908,Male,31,Chattogram,2024-06-28,Adult
CUST02909,Customer 02909,Female,42,Khulna,2023-05-07,Mid-age
CUST02910,Customer 02910,Male,47,Chattogram,2025-01-02,Senior
CUST02911,Customer 02911,Female,46,Dhaka,2024-02-21,Senior
CUST02912,Customer 02912,Male,37,Chattogram,2024-09-29,Mid-age
CUST02913,Customer 02913,Female,38,Chattogram,2023-02-10,Mid-age
CUST02914,Customer 02914,Female,39,Chattogram,2025-02-25,Mid-age
CUST02915,Customer 02915,Male,52,Chattogram,2023-10-24,Senior
CUST02916,Customer 02916,Male,54,Chattogram,2023-02-11,Senior
CUST02917,Customer 02917,Male,33,Dhaka,2024-09-23,Adult
CUST02918,Customer 02918,Male,60,Chattogram,2023-02-02,Senior
CUST02919,Customer 02919,Female,34,Dhaka,2024-10-26,Adult
CUST02920,Customer 02920,Female,33,Dhaka,2024-09-07,Adult
CUST02921,Customer 02921,Male,19,Mymensingh,2025-08-05,Young
CUST02922,Customer 02922,Female,21,Sylhet,2023-06-09,Young
CUST02923,Customer 02923,Male,38,Rajshahi,2024-04-02,Mid-age
CUST02924,Customer 02924,Male,56,Chattogram,2024-02-03,Senior
CUST02925,Customer 02925,Female,51,Rangpur,2024-08-03,Senior
CUST02926,Customer 02926,Female,47,Sylhet,2023-08-08,Senior
CUST02927,Customer 02927,Female,23,Khulna,2024-01-14,Young
CUST02928,Customer 02928,Female,34,Dhaka,2025-07-18,Adult
CUST02929,Customer 02929,Female,56,Mymensingh,2025-08-21,Senior
CUST02930,Customer 02930,Female,42,Barishal,2023-08-21,Mid-age
CUST02931,Customer 02931,Female,22,Rangpur,2025-07-10,Young
CUST02932,Customer 02932,Male,22,Dhaka,2023-08-22,Young
CUST02933,Customer 02933,Male,37,Dhaka,2024-12-26,Mid-age
CUST02934,Customer 02934,Male,33,Dhaka,2024-01-02,Adult
CUST02935,Customer 02935,Male,58,Dhaka,2024-04-25,Senior
CUST02936,Customer 02936,Male,54,Rangpur,2024-08-12,Senior
CUST02937,Customer 02937,Female,57,Dhaka,2023-08-04,Senior
CUST02938,Customer 02938,Male,26,Dhaka,2024-12-25,Adult
CUST02939,Customer 02939,Male,22,Dhaka,2024-12-12,Young
CUST02940,Customer 02940,Male,59,Dhaka,2025-09-11,Senior
CUST02941,Customer 02941,Male,19,Dhaka,2024-01-26,Young
CUST02942,Customer 02942,Male,26,Barishal,2025-12-06,Adult
CUST02943,Customer 02943,Male,60,Sylhet,2024-01-27,Senior
CUST02944,Customer 02944,Male,53,Dhaka,2024-12-18,Senior
CUST02945,Customer 02945,Female,39,Chattogram,2024-01-20,Mid-age
CUST02946,Customer 02946,Female,39,Chattogram,2024-01-16,Mid-age
CUST02947,Customer 02947,Male,39,Dhaka,2024-08-26,Mid-age
CUST02948,Customer 02948,Female,51,Rajshahi,2025-07-22,Senior
CUST02949,Customer 02949,Female,46,Rajshahi,2024-02-03,Senior
CUST02950,Customer 02950,Female,55,Khulna,2023-04-10,Senior
CUST02951,Customer 02951,Female,50,Khulna,2024-01-18,Senior
CUST02952,Customer 02952,Male,35,Dhaka,2024-12-07,Mid-age
CUST02953,Customer 02953,Female,24,Mymensingh,2023-01-10,Young
CUST02954,Customer 02954,Female,18,Barishal,2023-09-21,Young
CUST02955,Customer 02955,Female,50,Rangpur,2025-04-11,Senior
CUST02956,Customer 02956,Male,18,Dhaka,2024-09-21,Young
CUST02957,Customer 02957,Male,41,Mymensingh,2025-01-31,Mid-age
CUST02958,Customer 02958,Male,21,Barishal,2023-07-14,Young
CUST02959,Customer 02959,Male,21,Barishal,2024-07-15,Young
CUST02960,Customer 02960,Male,35,Dhaka,2023-04-07,Mid-age
CUST02961,Customer 02961,Male,44,Khulna,2024-04-06,Mid-age
CUST02962,Customer 02962,Male,60,Mymensingh,2025-01-27,Senior
CUST02963,Customer 02963,Female,49,Rajshahi,2023-03-28,Senior
CUST02964,Customer 02964,Female,50,Sylhet,2025-09-17,Senior
CUST02965,Customer 02965,Female,45,Mymensingh,2023-03-18,Senior
CUST02966,Customer 02966,Male,59,Chattogram,2024-10-22,Senior
CUST02967,Customer 02967,Male,58,Sylhet,2025-02-03,Senior
CUST02968,Customer 02968,Male,53,Chattogram,2024-11-08,Senior
CUST02969,Customer 02969,Male,23,Mymensingh,2025-03-01,Young
CUST02970,Customer 02970,Male,33,Dhaka,2024-08-05,Adult
CUST02971,Customer 02971,Female,51,Chattogram,2024-11-01,Senior
CUST02972,Customer 02972,Female,40,Rajshahi,2024-06-21,Mid-age
CUST02973,Customer 02973,Male,59,Barishal,2024-03-05,Senior
CUST02974,Customer 02974,Male,41,Sylhet,2025-12-28,Mid-age
CUST02975,Customer 02975,Male,30,Rangpur,2023-05-13,Adult
CUST02976,Customer 02976,Male,35,Mymensingh,2023-07-08,Mid-age
CUST02977,Customer 02977,Female,30,Dhaka,2024-07-26,Adult
CUST02978,Customer 02978,Male,54,Chattogram,2023-10-06,Senior
CUST02979,Customer 02979,Male,60,Dhaka,2024-06-25,Senior
CUST02980,Customer 02980,Male,56,Dhaka,2025-01-15,Senior
CUST02981,Customer 02981,Male,59,Chattogram,2025-06-17,Senior
CUST02982,Customer 02982,Female,34,Rangpur,2024-03-28,Adult
CUST02983,Customer 02983,Male,32,Barishal,2025-06-07,Adult
CUST02984,Customer 02984,Male,35,Dhaka,2025-04-30,Mid-age
CUST02985,Customer 02985,Female,40,Dhaka,2023-06-19,Mid-age
CUST02986,Customer 02986,Female,47,Sylhet,2025-04-09,Senior
CUST02987,Customer 02987,Female,51,Chattogram,2024-11-28,Senior
CUST02988,Customer 02988,Male,21,Dhaka,2025-12-16,Young
CUST02989,Customer 02989,Male,20,Rangpur,2025-02-07,Young
CUST02990,Customer 02990,Female,24,Mymensingh,2023-12-24,Young
CUST02991,Customer 02991,Female,35,Chattogram,2023-07-20,Mid-age
CUST02992,Customer 02992,Female,59,Rangpur,2024-03-19,Senior
CUST02993,Customer 02993,Female,24,Chattogram,2025-04-06,Young
CUST02994,Customer 02994,Female,57,Khulna,2023-04-11,Senior
CUST02995,Customer 02995,Female,23,Chattogram,2025-07-26,Young
CUST02996,Customer 02996,Male,39,Dhaka,2023-01-29,Mid-age
CUST02997,Customer 02997,Male,18,Mymensingh,2024-10-26,Young
CUST02998,Customer 02998,Male,21,Chattogram,2023-03-14,Young
CUST02999,Customer 02999,Female,60,Khulna,2023-09-11,Senior
CUST03000,Customer 03000,Female,46,Dhaka,2024-05-30,Senior
CUST03001,Customer 03001,Female,38,Dhaka,2025-01-18,Mid-age
CUST03002,Customer 03002,Female,43,Dhaka,2025-11-09,Mid-age
CUST03003,Customer 03003,Female,31,Chattogram,2024-06-18,Adult
CUST03004,Customer 03004,Female,26,Rajshahi,2024-02-25,Adult
CUST03005,Customer 03005,Male,29,Dhaka,2024-03-21,Adult
CUST03006,Customer 03006,Male,59,Rajshahi,2025-05-28,Senior
CUST03007,Customer 03007,Female,23,Rajshahi,2023-05-16,Young
CUST03008,Customer 03008,Male,37,Rajshahi,2023-02-02,Mid-age
CUST03009,Customer 03009,Female,41,Chattogram,2024-10-08,Mid-age
CUST03010,Customer 03010,Male,44,Rangpur,2023-10-05,Mid-age
CUST03011,Customer 03011,Female,55,Chattogram,2023-05-13,Senior
CUST03012,Customer 03012,Female,25,Chattogram,2025-01-19,Adult
CUST03013,Customer 03013,Male,18,Dhaka,2023-05-06,Young
CUST03014,Customer 03014,Male,41,Dhaka,2023-12-11,Mid-age
CUST03015,Customer 03015,Female,24,Dhaka,2023-01-17,Young
CUST03016,Customer 03016,Female,36,Sylhet,2025-04-03,Mid-age
CUST03017,Customer 03017,Male,39,Dhaka,2024-07-15,Mid-age
CUST03018,Customer 03018,Male,52,Dhaka,2024-10-08,Senior
CUST03019,Customer 03019,Female,47,Khulna,2024-09-21,Senior
CUST03020,Customer 03020,Male,46,Dhaka,2025-03-28,Senior
CUST03021,Customer 03021,Female,39,Dhaka,2023-03-01,Mid-age
CUST03022,Customer 03022,Female,28,Dhaka,2024-04-11,Adult
CUST03023,Customer 03023,Female,37,Khulna,2024-09-19,Mid-age
CUST03024,Customer 03024,Female,46,Dhaka,2024-01-26,Senior
CUST03025,Customer 03025,Male,58,Chattogram,2025-07-24,Senior
CUST03026,Customer 03026,Male,59,Chattogram,2024-11-15,Senior
CUST03027,Customer 03027,Male,51,Rajshahi,2024-05-12,Senior
CUST03028,Customer 03028,Male,18,Sylhet,2024-08-22,Young
CUST03029,Customer 03029,Male,48,Barishal,2024-03-24,Senior
CUST03030,Customer 03030,Male,47,Dhaka,2024-11-10,Senior
CUST03031,Customer 03031,Male,35,Dhaka,2023-05-10,Mid-age
CUST03032,Customer 03032,Female,34,Dhaka,2023-05-29,Adult
CUST03033,Customer 03033,Male,55,Dhaka,2025-03-28,Senior
CUST03034,Customer 03034,Male,31,Dhaka,2025-08-05,Adult
CUST03035,Customer 03035,Female,40,Dhaka,2024-05-14,Mid-age
CUST03036,Customer 03036,Male,42,Chattogram,2024-10-19,Mid-age
CUST03037,Customer 03037,Male,32,Rajshahi,2025-11-19,Adult
CUST03038,Customer 03038,Female,39,Chattogram,2024-07-30,Mid-age
CUST03039,Customer 03039,Male,20,Khulna,2025-11-13,Young
CUST03040,Customer 03040,Male,36,Dhaka,2025-09-10,Mid-age
CUST03041,Customer 03041,Male,51,Dhaka,2024-12-23,Senior
CUST03042,Customer 03042,Female,52,Chattogram,2023-08-10,Senior
CUST03043,Customer 03043,Male,18,Dhaka,2024-08-24,Young
CUST03044,Customer 03044,Male,38,Dhaka,2024-11-14,Mid-age
CUST03045,Customer 03045,Female,46,Chattogram,2025-01-11,Senior
CUST03046,Customer 03046,Male,23,Mymensingh,2025-07-13,Young
CUST03047,Customer 03047,Female,54,Khulna,2024-08-02,Senior
CUST03048,Customer 03048,Female,18,Dhaka,2024-02-05,Young
CUST03049,Customer 03049,Male,18,Barishal,2025-06-19,Young
CUST03050,Customer 03050,Female,44,Khulna,2024-05-26,Mid-age
CUST03051,Customer 03051,Female,38,Sylhet,2023-03-29,Mid-age
CUST03052,Customer 03052,Male,33,Barishal,2023-02-19,Adult
CUST03053,Customer 03053,Female,57,Chattogram,2023-04-13,Senior
CUST03054,Customer 03054,Female,43,Dhaka,2024-01-03,Mid-age
CUST03055,Customer 03055,Male,33,Chattogram,2025-07-24,Adult
CUST03056,Customer 03056,Male,45,Chattogram,2025-06-16,Senior
CUST03057,Customer 03057,Male,18,Chattogram,2025-06-27,Young
CUST03058,Customer 03058,Female,53,Sylhet,2023-09-15,Senior
CUST03059,Customer 03059,Male,27,Mymensingh,2024-01-25,Adult
CUST03060,Customer 03060,Female,60,Rangpur,2025-02-11,Senior
CUST03061,Customer 03061,Female,34,Rangpur,2025-01-23,Adult
CUST03062,Customer 03062,Female,40,Barishal,2024-01-29,Mid-age
CUST03063,Customer 03063,Female,24,Mymensingh,2024-11-13,Young
CUST03064,Customer 03064,Female,24,Dhaka,2023-09-27,Young
CUST03065,Customer 03065,Female,32,Dhaka,2023-05-29,Adult
CUST03066,Customer 03066,Female,51,Chattogram,2025-03-21,Senior
CUST03067,Customer 03067,Male,21,Barishal,2023-01-28,Young
CUST03068,Customer 03068,Male,31,Chattogram,2023-10-07,Adult
CUST03069,Customer 03069,Female,31,Khulna,2023-06-15,Adult
CUST03070,Customer 03070,Female,33,Dhaka,2023-01-17,Adult
CUST03071,Customer 03071,Male,24,Dhaka,2023-12-05,Young
CUST03072,Customer 03072,Female,49,Khulna,2025-12-04,Senior
CUST03073,Customer 03073,Male,36,Dhaka,2025-04-21,Mid-age
CUST03074,Customer 03074,Male,19,Dhaka,2023-07-08,Young
CUST03075,Customer 03075,Male,27,Dhaka,2024-10-12,Adult
CUST03076,Customer 03076,Female,34,Dhaka,2025-12-20,Adult
CUST03077,Customer 03077,Female,54,Rajshahi,2023-10-21,Senior
CUST03078,Customer 03078,Male,29,Dhaka,2025-11-22,Adult
CUST03079,Customer 03079,Male,23,Chattogram,2024-02-19,Young
CUST03080,Customer 03080,Male,39,Dhaka,2025-03-13,Mid-age
CUST03081,Customer 03081,Male,49,Barishal,2024-03-06,Senior
CUST03082,Customer 03082,Male,58,Dhaka,2025-11-12,Senior
CUST03083,Customer 03083,Female,37,Rajshahi,2024-05-01,Mid-age
CUST03084,Customer 03084,Male,18,Khulna,2023-03-30,Young
CUST03085,Customer 03085,Female,23,Dhaka,2023-09-28,Young
CUST03086,Customer 03086,Male,36,Rangpur,2025-06-18,Mid-age
CUST03087,Customer 03087,Female,35,Sylhet,2023-10-05,Mid-age
CUST03088,Customer 03088,Female,23,Chattogram,2023-07-25,Young
CUST03089,Customer 03089,Female,50,Dhaka,2025-07-01,Senior
CUST03090,Customer 03090,Female,40,Mymensingh,2023-11-24,Mid-age
CUST03091,Customer 03091,Female,40,Khulna,2025-05-07,Mid-age
CUST03092,Customer 03092,Female,43,Dhaka,2025-05-26,Mid-age
CUST03093,Customer 03093,Male,30,Dhaka,2025-05-11,Adult
CUST03094,Customer 03094,Female,24,Barishal,2023-12-02,Young
CUST03095,Customer 03095,Male,32,Rajshahi,2024-08-28,Adult
CUST03096,Customer 03096,Female,44,Khulna,2024-08-14,Mid-age
CUST03097,Customer 03097,Female,43,Chattogram,2025-11-27,Mid-age
CUST03098,Customer 03098,Male,50,Khulna,2025-10-10,Senior
CUST03099,Customer 03099,Female,32,Chattogram,2024-12-08,Adult
CUST03100,Customer 03100,Male,53,Dhaka,2025-09-04,Senior
CUST03101,Customer 03101,Male,44,Sylhet,2024-02-29,Mid-age
CUST03102,Customer 03102,Male,22,Mymensingh,2024-08-09,Young
CUST03103,Customer 03103,Male,19,Dhaka,2025-03-16,Young
CUST03104,Customer 03104,Female,50,Chattogram,2024-12-20,Senior
CUST03105,Customer 03105,Female,33,Rajshahi,2025-08-06,Adult
CUST03106,Customer 03106,Male,40,Chattogram,2024-10-16,Mid-age
CUST03107,Customer 03107,Female,55,Barishal,2024-04-18,Senior
CUST03108,Customer 03108,Female,33,Khulna,2024-07-21,Adult
CUST03109,Customer 03109,Male,31,Dhaka,2023-07-30,Adult
CUST03110,Customer 03110,Female,46,Mymensingh,2025-12-17,Senior
CUST03111,Customer 03111,Male,43,Khulna,2023-08-03,Mid-age
CUST03112,Customer 03112,Male,52,Rangpur,2025-06-18,Senior
CUST03113,Customer 03113,Female,32,Rajshahi,2024-04-11,Adult
CUST03114,Customer 03114,Female,20,Rangpur,2023-12-20,Young
CUST03115,Customer 03115,Female,40,Dhaka,2025-11-08,Mid-age
CUST03116,Customer 03116,Male,46,Dhaka,2024-09-16,Senior
CUST03117,Customer 03117,Male,51,Rangpur,2024-01-07,Senior
CUST03118,Customer 03118,Female,50,Dhaka,2023-07-03,Senior
CUST03119,Customer 03119,Female,58,Dhaka,2024-11-04,Senior
CUST03120,Customer 03120,Female,58,Khulna,2025-01-24,Senior
CUST03121,Customer 03121,Female,40,Barishal,2023-11-18,Mid-age
CUST03122,Customer 03122,Male,24,Dhaka,2024-03-10,Young
CUST03123,Customer 03123,Female,20,Rangpur,2025-12-02,Young
CUST03124,Customer 03124,Male,49,Rajshahi,2023-10-20,Senior
CUST03125,Customer 03125,Male,48,Chattogram,2024-11-18,Senior
CUST03126,Customer 03126,Female,35,Barishal,2025-06-06,Mid-age
CUST03127,Customer 03127,Female,60,Chattogram,2023-03-10,Senior
CUST03128,Customer 03128,Female,24,Dhaka,2023-02-25,Young
CUST03129,Customer 03129,Male,58,Dhaka,2024-09-22,Senior
CUST03130,Customer 03130,Female,18,Chattogram,2024-02-24,Young
CUST03131,Customer 03131,Female,31,Chattogram,2024-07-20,Adult
CUST03132,Customer 03132,Male,49,Barishal,2024-07-03,Senior
CUST03133,Customer 03133,Female,23,Barishal,2023-08-31,Young
CUST03134,Customer 03134,Male,56,Sylhet,2025-01-17,Senior
CUST03135,Customer 03135,Female,27,Khulna,2024-06-10,Adult
CUST03136,Customer 03136,Male,24,Dhaka,2023-03-18,Young
CUST03137,Customer 03137,Female,43,Dhaka,2024-03-15,Mid-age
CUST03138,Customer 03138,Female,51,Rangpur,2025-12-14,Senior
CUST03139,Customer 03139,Male,47,Dhaka,2024-05-30,Senior
CUST03140,Customer 03140,Male,53,Dhaka,2024-09-06,Senior
CUST03141,Customer 03141,Female,38,Rajshahi,2025-10-27,Mid-age
CUST03142,Customer 03142,Male,34,Chattogram,2024-11-06,Adult
CUST03143,Customer 03143,Male,50,Rangpur,2024-02-24,Senior
CUST03144,Customer 03144,Male,27,Dhaka,2023-10-03,Adult
CUST03145,Customer 03145,Male,59,Dhaka,2024-08-30,Senior
CUST03146,Customer 03146,Female,29,Dhaka,2024-07-24,Adult
CUST03147,Customer 03147,Female,33,Sylhet,2023-03-31,Adult
CUST03148,Customer 03148,Male,58,Dhaka,2023-10-09,Senior
CUST03149,Customer 03149,Male,49,Chattogram,2024-09-29,Senior
CUST03150,Customer 03150,Male,32,Rangpur,2025-03-21,Adult
CUST03151,Customer 03151,Male,44,Rangpur,2025-05-17,Mid-age
CUST03152,Customer 03152,Female,45,Dhaka,2024-04-06,Senior
CUST03153,Customer 03153,Female,34,Chattogram,2025-01-19,Adult
CUST03154,Customer 03154,Male,19,Chattogram,2023-10-28,Young
CUST03155,Customer 03155,Male,53,Mymensingh,2024-08-22,Senior
CUST03156,Customer 03156,Male,24,Mymensingh,2024-06-12,Young
CUST03157,Customer 03157,Female,30,Dhaka,2023-05-20,Adult
CUST03158,Customer 03158,Male,32,Khulna,2023-10-05,Adult
CUST03159,Customer 03159,Female,42,Dhaka,2024-10-24,Mid-age
CUST03160,Customer 03160,Male,40,Dhaka,2024-05-25,Mid-age
CUST03161,Customer 03161,Female,39,Dhaka,2023-04-24,Mid-age
CUST03162,Customer 03162,Male,43,Chattogram,2024-08-02,Mid-age
CUST03163,Customer 03163,Female,50,Chattogram,2024-11-21,Senior
CUST03164,Customer 03164,Male,28,Dhaka,2024-09-28,Adult
CUST03165,Customer 03165,Male,27,Rajshahi,2025-04-02,Adult
CUST03166,Customer 03166,Male,42,Dhaka,2025-05-24,Mid-age
